"","score","PA","AB","R","H","X1B","X2B","X3B","HR","RBI","BB","IBB","uBB","SO","HBP","SH","SF","GDP","SB","CS","avg","obp","slg","OPS","OBA","rpG","rpGS","rpIP","rpH","rpR","rpER","rpuBB","rpBB","rpSO","rpHR","rpHBP","rpAB","rpX1B","rpX2B","rpX3B","rpIBB","rpGDP","rpSF","rpSB","rpCS","rpPO","rpBF","rpPit","rpfip","rpera","rpwhip","rpkperc","spG.1","spGS.1","spIP.1","spH.1","spR.1","spER.1","spuBB.1","spBB.1","spSO.1","spHR.1","spHBP.1","spERA.1","spAB.1","spX1B.1","spX2B.1","spX3B.1","spIBB.1","spGDP.1","spSF.1","spSB.1","spCS.1","spPO.1","spBF.1","spPit.1","spStr.1","spStL.1","spStS.1","spGB.FB.1","spLD.1","spPU.1","spWHIP.1","spBAbip.1","spSO9.1","spSO.W.1","spSO_perc.1","spuBB_perc.1","spSO_uBB.1","spfip.1","rpslg","spslg.1"
"BB",0.032707637938959,0.564546784914891,0.39322776124634,0.488663387350252,0.318909648405557,0.170174107282702,0.291177819193112,0.0137068182892839,0.324606095593005,0.483389898204645,1,0.333061826962928,0.982242152566529,0.332476799545956,0.171532508966386,0.0977928704930905,0.202142702859637,0.15794142818805,0.179825632246115,0.0571367197548889,0.10706596709052,0.538547145573916,0.224345801587132,0.351111594700628,0.384554684438379,0.215139615954856,NA,0.214941566373009,0.183756675502757,0.17690236819778,0.175155354034501,0.211716768603518,0.212368515199855,0.196704364878075,0.16643777439235,0.0892456429465855,0.214581924839665,0.166992484776994,0.117880048706086,0.0414922288814123,0.0780993496644419,0.0982741287155892,0.0858430744506657,0.0766805277909925,0.0297477801032983,0.0118413089508136,0.220280129071627,0.219810350376317,0.0958115201349853,0.0721007713951306,0.0636254472323503,0.0359468669875986,0.123490756156068,0.106500861712679,0.0717012254204208,0.0657121409020144,0.0762418176414275,0.0732486937056591,0.0932850521923583,0.094885930326631,0.0687972479766947,0.0593203495544198,0.0365128338492095,0.0235333792817423,0.074603631818536,0.0475213578817581,0.0563916592036982,-0.00144272936302315,0.0259618876975721,0.0215064964686093,0.0101155906816263,0.0564479317268083,0.0348807612670709,0.0362739169995103,0.0826339997115892,0.0913346168854338,-0.0451064391432924,0.00581075031439844,0.00196123713126408,-0.0264914523019868,-0.0155686410309139,0.00549226879686999,0.0241330822135003,0.00814970525728285,0.0390724274595534,-0.034528849854684,0.0248752457093355,0.0496564589769203,NA,0.023209628930446,0.0602720529464479,0.0163805129025224
"IBB",-0.00935407001837507,0.27978139596518,0.223634898248093,0.180083573432017,0.229413290786018,0.195777709628516,0.213368486592143,0.110090760549097,0.00671910995061596,0.174418840086677,0.333061826962928,1,0.150241820076762,0.137297415061622,0.075966625385511,0.261298823862904,0.0703892561362344,0.0373205509928694,0.177005232799788,0.114593199075515,0.139070669554414,0.248427388192186,0.0739905929042279,0.141267078696235,0.113686337031795,0.0840901395687527,NA,0.0658151456830148,0.07151790772248,0.0629222407043464,0.0683030231624765,0.0690758131034646,0.0897261725686104,0.0541967910506504,0.0339504018910202,0.0330542122051449,0.06983739407748,0.0705041714088666,0.0508993286883805,0.0400174954958959,0.122165362085423,-0.00806975068776778,0.0266905985790543,0.014820896180992,-0.00637364920205723,0.00900701034518764,0.0754114077236332,0.067785885372531,0.0243939514187503,0.0348540397305951,0.0547458879165497,-0.00728860757343682,0.0307866594106008,0.0327847726363897,0.0233091065421012,0.0260543178191684,0.0240162299225731,0.018115169464157,0.0132719236508317,0.0226861290151261,0.013330687109145,0.00396955959595293,0.0174437736497167,0.00884993711473514,0.0227188181833198,0.0265838013398888,0.0126191450868805,0.0245731678057539,0.0634597515690686,0.0163279433283506,0.0119498974320184,0.0442854469474213,0.0359114286071889,0.0226161123331508,0.0267613415380969,0.0207334108311514,0.011837602316678,0.0118354274668349,-0.0209539936503222,0.0254728661494133,0.0148924619760015,-0.0317922186044348,0.0127060737789186,0.0208840563857337,-0.00529823377650287,-0.00776941223156275,-0.00911265252935549,-0.00165379736580757,NA,0.00119421038547915,0.0246391649899947,0.0128038835910044
"uBB",0.0361556794528592,0.536264915928748,0.367806416690593,0.4765377924586,0.288733045108618,0.139474465679775,0.262848395029283,-0.00753387178923353,0.339017146547039,0.472135622821739,0.982242152566529,0.150241820076762,1,0.32128745044737,0.164738567533523,0.0505444346834552,0.197943565841161,0.158177854009636,0.15332954108679,0.0371071096626463,0.0845881509473349,0.515242689887774,0.220507242673435,0.340036421254623,0.380589943369308,0.208844836241413,NA,0.212273504516624,0.178440977826957,0.172964489906628,0.17006206212455,0.208243456380936,0.204817849814844,0.195463339365308,0.167756980048918,0.0869982557334733,0.211096075362413,0.16106519713197,0.113471047179644,0.0355425807728078,0.0575800293073831,0.104647524997995,0.0846968349462423,0.0774515870570173,0.0324591875774211,0.0106235816305881,0.215961616047492,0.216986359409134,0.0956058746813859,0.0686634878099804,0.0558189451138958,0.0391410750558955,0.123355937143823,0.105144210380841,0.0705417486379115,0.0637158711262241,0.075161921929944,0.0731977715672799,0.095169878631581,0.0949752001086477,0.0694823753415806,0.0614083733534918,0.0348132937239137,0.0229141376470145,0.0737024175207725,0.044537220978692,0.0566165206331842,-0.00640224785768742,0.014594298588917,0.0193009617224838,0.00822857102048465,0.0503746182374648,0.0294273809970452,0.0335336031769631,0.0813179981787637,0.0916401459316013,-0.0496501675564025,0.00373766176459497,0.0062257737245619,-0.032845210139978,-0.0192872171563576,0.0120846814946765,0.02277564741408,0.0043896090188348,0.042022228548129,-0.034658045702338,0.0278952680916866,0.0523945724369823,NA,0.0240980038160464,0.0582934462284277,0.014627506319687
"SO",0.0095865644238174,0.52431205234991,0.513377946129348,0.186162975874023,0.196140484038451,0.0918034265829996,0.109462174510897,0.0186362614830411,0.304922676383281,0.182258619514031,0.332476799545956,0.137297415061622,0.32128745044737,1,0.106289647011427,0.0584725237507768,-0.036535996445151,-0.0627265140334063,0.139424304119976,0.0908567710545402,-0.208608971594061,-0.104167436328348,-0.02633956647867,-0.0559468773315071,-0.0582798348709274,0.230497096015298,NA,0.211578625334493,0.159985160002448,0.148455289460323,0.148199941156179,0.167522421508257,0.168854307873435,0.219311706745229,0.15013340270896,0.0931669636183318,0.207509981569741,0.146271188248058,0.0958087184693591,0.0359055065551731,0.0656577930042773,0.0680454023640975,0.0506102280223733,0.0820711965388407,0.0270269728819876,0.0038884993892733,0.207918714257895,0.207414751869022,0.0436927863028619,0.0360077456841823,0.00761253787572957,0.0839258822812251,0.10324692690469,0.0808637767761103,0.0627072228926061,0.0549513259729236,0.0487114705123748,0.0508731488483557,0.047594560374538,0.0507837297777976,0.0650443088237029,0.0521037238075378,0.0253178068882184,0.0228738428982132,0.0638625332792626,0.0455680744160529,0.0335749811770199,-0.00839327765211775,0.0286804479227629,0.0329088922080847,0.00491737754060508,0.0331271875483713,0.0140878797760148,0.00526320064119033,0.0662549833745994,0.0710816840462291,-0.0224461037499514,0.0223544637150997,0.0186594240026454,0.00672394141612626,-0.0074746196072014,-0.0196758127204748,0.020701198842487,0.016985441345584,0.0300283576146749,-0.017897311735409,0.0239571539804571,0.0185537379722006,NA,0.0118716897384532,0.0237226129787334,0.0155651383316305
"HBP",0.00810613887507107,0.211522664714412,0.143309976568777,0.180090950209432,0.118728198893709,0.0711693153003647,0.0676368436843635,0.017886997200555,0.14082511361297,0.175817170984829,0.171532508966386,0.075966625385511,0.164738567533523,0.106289647011427,1,0.0343417788519901,0.0534674513898765,0.00640911167529139,0.0580093840752466,0.0415687983311115,0.0419034474258119,0.217716427661129,0.0902611865556429,0.141637868861038,0.163393853923075,0.0856104855612781,NA,0.0936116030534401,0.0855856165506903,0.0909221142790059,0.0901823696729658,0.0922907162940148,0.097852790536759,0.0827229272176282,0.0883984883558416,0.0865928258779101,0.0951250323633447,0.074526444185024,0.0536901077512233,0.0214520546995595,0.0590131177704482,0.0565781553068293,0.0367076614417297,0.0467941501734884,0.00581844056706805,0.00199659044675617,0.100182213374365,0.0969470333783878,0.0635112693117503,0.0456827178948494,0.0436119973916742,0.0028432899381604,0.0547881523621771,0.0573194700638598,0.0465331125194979,0.0461162411655759,0.0542974056666904,0.0536722646369079,0.048247186308946,0.0510657025043037,0.0410777721444507,0.0471009517539736,0.023046996776144,0.00659954858644,0.0498501013262952,0.0343791279544221,0.0290329066013484,0.0128399266979141,0.0263777809682437,0.0127811488754559,0.0174973258846425,0.0218624078330379,0.00810117080646372,0.0151063080219622,0.0538630240383684,0.0591807426568343,-0.0147527710814989,-0.0321535187602724,0.0148493955510966,-0.01778356943133,-0.0052856108901938,0.00560780117368139,-0.0000146959286712719,-0.00376770081966238,0.0152430643812884,-0.00841742838321222,0.00986736607819723,0.0139000133152371,NA,0.00388201659558886,0.0411349452987581,0.00926066194376728
"SH",-0.0178796326068671,0.171222683596487,0.120776235068003,0.0300421916351291,0.132337088783183,0.19941551230908,0.0415859660255061,0.122236190311513,-0.14921524562806,0.0260680135414087,0.0977928704930905,0.261298823862904,0.0505444346834552,0.0584725237507768,0.0343417788519901,1,0.0574634105839096,0.0418144739494428,0.13102229394993,0.147662292148872,0.0868235630739013,0.10025244334972,-0.0658651060731981,-0.0101577146422809,-0.00971754571327896,-0.00805710860732169,NA,-0.0457566056575336,-0.0297830549557304,-0.017575206664368,-0.0178151127108327,-0.00404258692612498,0.00750654558289576,-0.0564995237607552,-0.0606770020670827,-0.0135905514851203,-0.0468001575845854,-0.0253146938352454,-0.00782212354662509,0.0397564581881703,0.0532028468333126,-0.0135543599967701,0.00579200559099313,-0.0214488250225916,-0.0133670991997777,0.018004091777683,-0.0383774910676168,-0.0440338331844027,-0.0134779545737974,0.00864767417706131,0.032450831268212,-0.0265043899778288,-0.0162325260741757,-0.00728611742513818,0.00694719417047691,-0.0162713743339065,-0.0340612053158915,-0.0351437893370592,-0.0112289919697935,-0.00075422532942519,-0.00300603857252176,-0.0622103785751126,0.0088162469759927,-0.0238667680249706,-0.00315635854618535,0.00255759346716675,-0.0198208328928758,0.035134533277677,0.0662763738539051,0.0103194844601143,0.000586157012398169,0.0200499160905787,0.0268451603463438,0.0147007199819988,0.000157935665851397,-0.0117612397639469,0.0137484012604149,0.0361875355501689,-0.0414053689796067,0.0608608031714274,0.018027877680275,-0.0572917372027713,-0.0136670533801204,0.00214399458881168,-0.0160114366516075,-0.00592735561154136,-0.00887019473525635,-0.0163254283750446,NA,-0.0335318140476117,-0.0051104393788899,-0.0415231215565931
"SF",0.00852551907254808,0.250794700343685,0.190605402932225,0.33243842172345,0.311179390809795,0.276495006856012,0.202435444081834,0.117087277176828,0.0869370968922563,0.331057857389897,0.202142702859637,0.0703892561362344,0.197943565841161,-0.036535996445151,0.0534674513898765,0.0574634105839096,1,0.0778814049621674,0.114165952872023,0.00919997632235474,0.300597730959328,0.281036105316586,0.215945755720679,0.252599829354455,0.23834535333148,0.0360876743785937,NA,0.0308743012489285,0.0466946913983642,0.0482675608480148,0.0470040986212711,0.0410292870302933,0.0442340980894316,0.0179239655542644,0.0246221629740406,-0.0091751241123972,0.0366249081728824,0.0459919708474882,0.0333653752301157,0.0185078807264358,0.02969855470781,0.00480691864167596,0.0619127944370635,0.0336460991985033,0.0187615428608492,0.0116104119310864,0.0394078529501749,0.0346617029965361,0.0275361104978544,0.039160597186248,0.0411453439386253,-0.022288856884538,0.00890853213339977,0.00656418954747424,0.00767581436157693,0.00680758487368695,0.0142552712383298,0.0134479863496758,0.00670169753088569,0.00645062962855203,-0.00291111845638055,0.0027514627204527,-0.0109248394977679,0.00500756056700079,0.00956473606356026,0.00708240063047443,0.00563830746207928,-0.00799816444019649,-0.000516528516534325,-0.00589587861037503,0.00480609058936285,0.0106951823786452,0.00267991241018442,0.0120825719885718,0.00920687549061952,0.00952632491859582,0.00520486822471013,0.0135372602907466,-0.0167139044681652,-0.0104671311185725,-0.00601778999509033,0.00488537735673797,-0.00188129113446051,-0.00835337707711059,-0.003739225098232,-0.00794102813315858,-0.0048004182083312,-0.0036255086967696,NA,-0.00233206453938892,0.0318564506252351,-0.00655255345280588
"GDP",-0.00784890104240671,0.243126900799683,0.234753181136373,0.0833527448084819,0.258453505305375,0.316576199175998,0.085082136462336,-0.013304048416999,-0.0220087069124547,0.0743746932115097,0.15794142818805,0.0373205509928694,0.158177854009636,-0.0627265140334063,0.00640911167529139,0.0418144739494428,0.0778814049621674,1,-0.0232672196052534,0.00175979853545971,0.169151263368021,0.176039510068822,0.0118705438266539,0.0716444030513697,0.0861128417086943,0.0306698506002515,NA,0.038941293957104,0.0427114216401161,0.0341548356463743,0.027128716959851,0.0410406009588551,0.0431524444638935,0.0155464817535043,0.0116024126511485,0.0181549366493686,0.0389538034518233,0.0512396151811025,0.017633193743641,0.00830082457748306,0.0245320857637469,0.0814058649158291,0.0128875735064867,0.0233962268965871,0.0112013782223423,0.0107772506712595,0.0408126281094661,0.0367077909228979,0.00897465517158778,0.00745319365667851,0.023552133370485,-0.0285823160434608,0.0139522504400591,0.00761323007634917,0.00670438809289357,0.00368859226544247,0.00525006668725888,0.00662369360976316,-0.00235785883854614,-0.000567400755098515,0.00902065357785859,0.0111005331724874,-0.0014029267329655,0.00285321564006104,0.00675165146207515,-0.00143936283116197,0.00691182617200901,-0.00096339004456084,0.0112555834881197,-0.00613078660385357,-0.00303389440741276,0.0186736811189072,0.0179311471532719,0.00666325386461927,0.00608511834366975,0.00908110519997818,-0.00288663348259815,-0.0222009507550174,0.00984574923581325,-0.0381481267752826,0.0187141983598331,0.0116493193369317,-0.00052949704706832,-0.00291070549374158,0.00767037360388235,0.0123433625728843,0.00677518839343328,-0.00359628448130821,NA,0.00597737251541662,0.00573673372527243,0.00173643460531142
"SB",-0.00648986181953459,0.216981380676309,0.191970112199216,0.16457648863679,0.182179006897026,0.194383994865724,0.0854867154897306,0.131338851450804,-0.0180774355610053,0.143500635864057,0.179825632246115,0.177005232799788,0.15332954108679,0.139424304119976,0.0580093840752466,0.13102229394993,0.114165952872023,-0.0232672196052534,1,0.267881508428514,0.0921419343588504,0.134791599237593,0.0131503502122316,0.0577069541654797,0.0607251403613007,0.0394519410672037,NA,0.036922589770357,0.0293374826402368,0.0306605476376151,0.0253279591380007,0.0281741311042744,0.0340319953447696,0.0415176324261086,0.00301234383696128,0.0126623635821835,0.0370743467045417,0.0287247945726636,0.0251983732225312,0.0364372187903919,0.0376944164603481,0.0058521061432131,0.00327500133689136,0.0748525876921923,0.000319787361766986,0.00371952115762279,0.0374012434787714,0.0378534599902027,-0.0161437750626103,0.00396497987542977,0.00451882799308539,0.0186196096854013,0.0138883842717692,0.000629129045511321,-0.00402960763944978,0.00695591801005092,0.0112404142443574,0.00766037669174058,0.0106751601662843,0.0134894885882939,-0.00640395947494973,-0.00784777839746182,0.0162196518520005,0.0141765794657305,-0.000660913448533597,0.0126520483650896,0.00211439782753131,-0.0105000678491645,0.020088842842368,-0.0146297644879982,0.00133822845508485,0.0260102898404465,0.0203698087260416,0.0217491215266423,0.00187426865438221,-0.0012244233719534,-0.00961078183622792,0.0153509352291578,-0.0159996125385466,0.0226900270069473,-0.000477529905024208,-0.0175468734825676,0.0178678102292417,0.00994757958480464,-0.00187767483169073,-0.0172105856537366,-0.0101676777001509,0.0141281980895183,NA,0.00890699602863778,-0.00498900614435789,-0.000588692430603344
"CS",-0.0140444003415016,0.125832765105829,0.120662495717083,-0.00966108276213369,0.0788482047169943,0.115999632137399,0.00596650302565362,0.121353852795341,-0.0779201103364656,-0.0156051877360024,0.0571367197548889,0.114593199075515,0.0371071096626463,0.0908567710545402,0.0415687983311115,0.147662292148872,0.00919997632235474,0.00175979853545971,0.267881508428514,1,0.00207558194028598,0.00974273396746464,-0.0685546557939027,-0.0445980666506511,-0.0434729056653891,-0.0394258490517866,NA,-0.0513114259535894,-0.0498439650714954,-0.0363250058616101,-0.0404923357186754,-0.0206621089771775,-0.0162269794727885,-0.0486708990683035,-0.0438974631690871,-0.0486068570722939,-0.0533009711073433,-0.0500609237003259,-0.0303626083990163,0.0249038334807887,0.0136601073087822,-0.0378504601825172,-0.0152748099516115,-0.0131945819522087,0.0191620558189403,0.000693343108270528,-0.0503301829462197,-0.051298499435245,-0.0132112948000446,-0.015814102586722,-0.00769783650711111,-0.0036734526665519,-0.0128412452381019,-0.00971959564247356,-0.00270099251338212,-0.00392057341415955,-0.0176314389061889,-0.0175646986107541,-0.0102687511764724,-0.00905658742599477,-0.0122468844007398,-0.0241630166117259,-0.00862196991358883,-0.0158380769688326,-0.00526478720093129,0.00661474507895804,-0.0110209205693653,0.0063915665168395,0.00617484217859288,0.0000760806863334886,0.0104657119288059,0.00953023492426635,0.0169529211985602,0.00294281968088104,-0.00552971979335892,-0.00953286548710439,-0.00298677400700689,0.0243429347878842,-0.0121942081299604,0.00558224242323387,0.0182217208935513,0.000578037128834476,-0.00670830391186052,0.000123357182897782,-0.0224639909765869,0.00549038506524267,-0.0166664848184807,-0.00541602926351568,NA,-0.0124603107208888,-0.0156721721763202,-0.0155646167663396
"avg",0.0197543948164526,0.23875037806849,0.227926944660243,0.691850319737121,0.776656721403757,0.677677522295426,0.503804173791471,0.209976762295685,0.278707226460272,0.689093318035959,0.10706596709052,0.139070669554414,0.0845881509473349,-0.208608971594061,0.0419034474258119,0.0868235630739013,0.300597730959328,0.169151263368021,0.0921419343588504,0.00207558194028598,1,0.86124199376601,0.769168840746085,0.84945528340651,0.850293718869635,0.0464993381550383,NA,0.0593585514100022,0.0933347449833126,0.0785873108552023,0.0741056046660718,0.0415038401406674,0.0423722059588499,0.0485071734854575,0.0488824718010315,-0.00151040303316319,0.0722702401982154,0.0940478935761302,0.0681069330821094,0.0126484576594554,0.0188137293891092,0.0379634713697124,0.0387286355695204,0.0560158580113679,-0.0332317582412879,0.00597729151352799,0.0702380025596553,0.0626204514640675,0.0185369671382817,0.054787616324968,0.0606998446210835,-0.023396458153911,0.0261639650405546,0.0204130991287454,0.0135497479397602,0.03578223537295,0.0379283011181892,0.0377565853653593,0.0114876345913622,0.0117957724193151,-0.00372659069873059,0.0213240600929507,0.00735424195645398,0.0202805306118221,0.0204700805628556,0.0297424920767314,0.0283836825428341,0.00605814398821859,0.00391922428726731,-0.00251835269786734,0.00236213180456623,0.00452072614119934,0.00866631666453341,0.0211073915811364,0.0209338849185089,0.0181153375585708,-0.00368047752381795,-0.0197174364167907,-0.0195937007158347,-0.00347916173936834,-0.0116775664382154,0.00023932711736056,0.0193592840597569,0.0168949701114959,-0.0200396789628585,-0.00722380819552312,-0.0257188835828503,-0.00332270989941055,NA,0.0158287635167711,0.0575851165033242,0.0261703579139951
"obp",0.03167758226586,0.300404024441139,0.19142154284028,0.739309548857173,0.66493881846588,0.517410519605184,0.483227876543538,0.146276610908231,0.354536535906764,0.735035296337155,0.538547145573916,0.248427388192186,0.515242689887774,-0.104167436328348,0.217716427661129,0.10025244334972,0.281036105316586,0.176039510068822,0.134791599237593,0.00974273396746464,0.86124199376601,1,0.749537160640183,0.885586914913431,0.908219958372581,0.11877730146083,NA,0.135773701550777,0.152556051478078,0.142111431191593,0.137825862357336,0.128947202281383,0.129076464317335,0.122291744983112,0.115388080518413,0.0451921668711919,0.146383438614705,0.143358667755861,0.108305123642146,0.0219302994631426,0.0463004722826238,0.0745622116050078,0.068011057915425,0.0797409869083877,-0.0202356181222197,0.00723855199526835,0.14849338324188,0.143821809886588,0.0656090242659485,0.0829987466351547,0.0862198856426212,0.000238290457289548,0.0739940078989934,0.064361187234376,0.0415462028831604,0.0574390541668907,0.0664330704488443,0.0638365665046966,0.0559415106516393,0.0571621778051227,0.0282381899605883,0.0446365030718605,0.0279879338282833,0.027775737536518,0.0484267379638603,0.0428364847713173,0.0499934690552877,0.00566960172996093,0.0172646592336258,0.00853914012089127,0.00566912595080574,0.0295076422195883,0.0207174983646318,0.035920348459494,0.0533586467126851,0.0560031928555031,-0.0273813402276423,-0.0216815575840768,-0.0111522006741015,-0.0172299516537859,-0.0179942457276924,0.00393663169723649,0.0288582268797688,0.0183237784982174,0.00381575472603506,-0.0218291447596559,-0.00837525060432402,0.0252139818052158,NA,0.0256502757981768,0.0802686750700026,0.0311250184309994
"slg",0.0449638584757813,0.189326331685998,0.15356215791305,0.772915491296445,0.583234399384924,0.242212386401082,0.498108126899413,0.179592975809555,0.75473946053207,0.780418560523761,0.224345801587132,0.0739905929042279,0.220507242673435,-0.02633956647867,0.0902611865556429,-0.0658651060731981,0.215945755720679,0.0118705438266539,0.0131503502122316,-0.0685546557939027,0.769168840746085,0.749537160640183,1,0.971244364456745,0.955235284028582,0.151686706887979,NA,0.179661801128804,0.183514754428267,0.163801124367976,0.16298831193105,0.13706837330623,0.134955792419971,0.170143455956415,0.159543449129819,0.0735601585477158,0.189597668464677,0.167051504184735,0.127129440412862,0.025768869186327,0.0385725536131871,0.0885534208359575,0.064113699354979,0.0844022137535611,-0.00752526542005669,0.0139245362516805,0.187624570360527,0.185057301795827,0.0764319190651576,0.0852553892225271,0.0701849735875469,0.016517132398878,0.0966762924764487,0.0869205591088338,0.0610027125958014,0.082588928603541,0.0923249562147916,0.0895052450116579,0.0667909200621844,0.0654489616581598,0.0429092000172242,0.0860747860809931,0.031022107987199,0.0340901668648553,0.0724117010385894,0.0554304596982119,0.067958832087198,0.0122957277792485,0.00240061976954167,0.0184496547966659,0.00781607882077815,0.00243670296881373,-0.00331534537810809,0.0258898823933751,0.0758892275409442,0.0799205724753773,-0.0186180807196199,-0.0200639078861859,-0.00295519993597183,-0.0230633662730815,-0.0294551974829601,0.0169362187804698,0.0317865698479005,0.0126882331698589,0.00282965256658107,-0.0226567797457414,-0.0103843267473394,0.0257093182728937,NA,0.0379734482285458,0.0941167053086684,0.0521991487296633
"OPS",0.0429427516486133,0.240887961428756,0.176596391834637,0.808229301759143,0.648388740334084,0.356045786500943,0.523303767109897,0.178624161448304,0.65708639083071,0.811956619401386,0.351111594700628,0.141267078696235,0.340036421254623,-0.0559468773315071,0.141637868861038,-0.0101577146422809,0.252599829354455,0.0716444030513697,0.0577069541654797,-0.0445980666506511,0.84945528340651,0.885586914913431,0.971244364456745,1,0.99690735761652,0.14915284991456,NA,0.174894922008019,0.183634420632635,0.166045550666667,0.163933860957894,0.14255348225358,0.141117655813729,0.163367270610737,0.153446641539146,0.0678684121563643,0.185682495244173,0.168774805973684,0.128155473368608,0.0259686002094614,0.0437175620108222,0.0889519974972162,0.069447353927008,0.0879018792059384,-0.0125582406734736,0.0123737720877104,0.185056921261101,0.181575364132026,0.0772266512419857,0.0896722228941862,0.0802564183134431,0.0116751471744424,0.0944471438554005,0.0841373266435541,0.0577460043076195,0.0786083358495349,0.0886745705436108,0.0857622143984354,0.0669848609130596,0.0664822913994342,0.0402640462049559,0.0764495964342014,0.0318333182803623,0.0339097386458182,0.0682259461152609,0.0543002363550897,0.0656650363932543,0.0106666023594562,0.00789392142988075,0.0160166516859413,0.00752323227247254,0.0123226152004417,0.0051251127643884,0.0310852450674338,0.0724398301464968,0.0762196226180497,-0.0229117143932512,-0.0218761824565027,-0.00608461024893255,-0.022379700134502,-0.0271394945384368,0.0132993689532483,0.0326827262062013,0.0154932761147631,0.0033578537611624,-0.0237485838111254,-0.0102985729792183,0.0271078420409118,NA,0.0358700344640216,0.0949079588305636,0.0478207410895622
"OBA",0.043369071526762,0.246616906304966,0.174960622446062,0.807614372412977,0.647995016904952,0.368773938157186,0.513130625652658,0.161043023542971,0.640270639761744,0.810616140382153,0.384554684438379,0.113686337031795,0.380589943369308,-0.0582798348709274,0.163393853923075,-0.00971754571327896,0.23834535333148,0.0861128417086943,0.0607251403613007,-0.0434729056653891,0.850293718869635,0.908219958372581,0.955235284028582,0.99690735761652,1,0.149328191231864,NA,0.175650013403682,0.183735005095183,0.167225386241578,0.164597184125937,0.145366815463926,0.142986321178605,0.164404740548369,0.154710105302221,0.0682859935225606,0.186212350454005,0.168842301085687,0.127903622446814,0.0237479598503167,0.0402454714763449,0.0919041253844669,0.0700419057525427,0.0890915701453667,-0.0125865722327946,0.0114531634727497,0.185761989660363,0.182653834628322,0.078564568299665,0.090309147740193,0.0805577339236704,0.0130955571177862,0.095639519042868,0.0847473990594532,0.0579245939345309,0.0779922881093283,0.0880697433105608,0.0853332270210582,0.0686530119289002,0.0679350385359842,0.0412261867608433,0.0754827315885349,0.0324574018294666,0.0336130924985798,0.0681849147939517,0.0540231200403902,0.0656065836700811,0.00873029137559785,0.00677053677216107,0.0154691769542712,0.00720863552860858,0.0137897227445011,0.00630303474797005,0.0317792499931572,0.0725637506307323,0.0768871444541406,-0.0257381300111977,-0.0232197721905361,-0.00491300186783496,-0.024198032726529,-0.0274957951893794,0.0142151830125838,0.0326476228072238,0.0152926088877965,0.00503217030661651,-0.0241029853361135,-0.00881382969800309,0.0287267371080377,NA,0.0357886297798698,0.0946774011509677,0.0463150943101766
"rpG",0.0575070336812482,0.217204475788997,0.192305417794326,0.22168838830193,0.153364747668029,0.0670713662315905,0.0979055355712944,0.0113920032768913,0.238175921611069,0.223961795059673,0.215139615954856,0.0840901395687527,0.208844836241413,0.230497096015298,0.0856104855612781,-0.00805710860732169,0.0360876743785937,0.0306698506002515,0.0394519410672037,-0.0394258490517866,0.0464993381550383,0.11877730146083,0.151686706887979,0.14915284991456,0.149328191231864,1,NA,0.883919877534723,0.756970714269298,0.649901419478047,0.641299551297361,0.652110857659567,0.677369929861007,0.771887212389396,0.530294754015187,0.389976250312819,0.883046543120383,0.704489560185188,0.553691446671989,0.246236591182262,0.350550495546902,0.433724593127226,0.310922070181286,0.327414222966202,0.155717683931818,0.150495364109679,0.882829568036662,0.880549159333564,0.154238973459988,0.168536939007951,0.1235724173314,0.0514706125543466,0.360263849419058,0.317176681364458,0.219955900586134,0.250306006804119,0.262779192682717,0.256183304532937,0.239743270508965,0.251818727436395,0.193885158392982,0.219554718236297,0.0855277353752498,0.0812294434368715,0.241275069616548,0.182060331673713,0.196596119956846,0.0693509679243355,0.118516933958144,0.0781677455914189,0.060575868639286,0.095888270866749,0.0362747890902328,0.0410327048662593,0.259844053332937,0.280476476098391,-0.0900068417682689,-0.0182891696310978,0.021511775841286,-0.0241205012004094,-0.0220940810200302,-0.0285944277896397,0.087074650323074,0.05885537619711,0.0569444505842646,-0.0654107747652195,0.0243829530691035,0.0958818887678016,NA,0.0784021366372142,0.151397958218124,0.117725406004381
"rpGS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
