"","score","PA","AB","R","H","X1B","X2B","X3B","HR","RBI","BB","IBB","uBB","SO","HBP","SH","SF","GDP","SB","CS","avg","obp","slg","OPS","OBA","rpG","rpGS","rpIP","rpH","rpR","rpER","rpuBB","rpBB","rpSO","rpHR","rpHBP","rpAB","rpX1B","rpX2B","rpX3B","rpIBB","rpGDP","rpSF","rpSB","rpCS","rpPO","rpBF","rpPit","rpfip","rpera","rpwhip","rpkperc","spG.1","spGS.1","spIP.1","spH.1","spR.1","spER.1","spuBB.1","spBB.1","spSO.1","spHR.1","spHBP.1","spERA.1","spAB.1","spX1B.1","spX2B.1","spX3B.1","spIBB.1","spGDP.1","spSF.1","spSB.1","spCS.1","spPO.1","spBF.1","spPit.1","spStr.1","spStL.1","spStS.1","spGB.FB.1","spLD.1","spPU.1","spWHIP.1","spBAbip.1","spSO9.1","spSO.W.1","spSO_perc.1","spuBB_perc.1","spSO_uBB.1","spfip.1","rpslg","spslg.1"
"rpIP",0.0727877002229732,0.198228795093067,0.172430867798204,0.226212329759965,0.149129736083873,0.0497293458945459,0.111363075793181,-0.00872316968967126,0.260513831318844,0.22893389129277,0.214941566373009,0.0658151456830148,0.212273504516624,0.211578625334493,0.0936116030534401,-0.0457566056575336,0.0308743012489285,0.038941293957104,0.036922589770357,-0.0513114259535894,0.0593585514100022,0.135773701550777,0.179661801128804,0.174894922008019,0.175650013403682,0.883919877534723,NA,1,0.819528778444682,0.667996569809119,0.660061440275286,0.71034283770303,0.719472658619338,0.84942715573291,0.598300539728869,0.424481194570666,0.984284373658686,0.760927987248846,0.60124749695177,0.20305602132312,0.294881135789287,0.479436069105585,0.314801125178916,0.330330626089959,0.206791333907319,0.144721553545412,0.978124803499423,0.971179370844833,0.151604688107744,0.101663880354609,0.0565212381858788,0.0486081785710381,0.350209191973161,0.317884770744288,0.187595558601049,0.268454375052973,0.315244953167336,0.30721382828447,0.266940822007832,0.273793341068046,0.151718941871875,0.265024266190493,0.109751233805561,0.129824909292443,0.220834840044803,0.184727407003653,0.218683764098466,0.0513388283887799,0.0890697246971216,0.0793543415141693,0.0727744744627629,0.100822638491807,0.0371231732965158,0.0555618135389144,0.244167793829731,0.267745237239382,-0.137568944460862,-0.046422054804993,-0.00703467547281915,-0.0486825138844723,-0.00960196651884134,-0.0229157453351615,0.14054699945744,0.0915756782336283,0.0331092841447914,-0.108144333072394,-0.0164438002574696,0.138694629400363,NA,0.125877231015202,0.123116863567564,0.180768571361863
"rpH",0.0885559950662685,0.173263829452141,0.150167527209915,0.219126231600406,0.156575290201682,0.0689568290618907,0.115206738678922,0.00399721577477528,0.227944773470357,0.221241343597456,0.183756675502757,0.07151790772248,0.178440977826957,0.159985160002448,0.0855856165506903,-0.0297830549557304,0.0466946913983642,0.0427114216401161,0.0293374826402368,-0.0498439650714954,0.0933347449833126,0.152556051478078,0.183514754428267,0.183634420632635,0.183735005095183,0.756970714269298,NA,0.819528778444682,1,0.8846565766326,0.876547790005632,0.672901292817562,0.693054500867996,0.618621673214889,0.679787959314751,0.407792236480286,0.899829765355607,0.945123936357404,0.726721715420937,0.267139206785646,0.333762827431578,0.468875081882058,0.375084401241878,0.282974645047925,0.152185708104043,0.13118286693353,0.901877795477177,0.870037550322851,0.412340942399102,0.515530722171467,0.537453677160926,-0.227127941383663,0.269596250854969,0.242192145700948,0.128509487437522,0.248188581567572,0.311855572612839,0.303255228546951,0.244230470489149,0.249995897354529,0.0746095191679055,0.225604706644562,0.0888820386370556,0.163342503990342,0.166995331479329,0.174024177147793,0.204968458441596,0.064952801336199,0.078212341768133,0.0734973411387366,0.0966379618988274,0.0811455394932936,0.0262001409435162,0.0582765430585373,0.191689747825772,0.207370107226916,-0.161764458272806,-0.0990206576118599,-0.0565412886074876,-0.0590676839006725,0.0157992600087035,-0.0203980670118214,0.179171455327951,0.125410191107087,-0.0261352862735823,-0.134500757424106,-0.0820647239229287,0.14336541744103,NA,0.136773850282537,0.560636022685025,0.208338332573393
"rpR",0.0929808409498715,0.151792893983028,0.12627330183531,0.200332985162197,0.131740076624471,0.05316037805531,0.0947893062767473,0.00117276178541121,0.207331338444783,0.200828190395781,0.17690236819778,0.0629222407043464,0.172964489906628,0.148455289460323,0.0909221142790059,-0.017575206664368,0.0482675608480148,0.0341548356463743,0.0306605476376151,-0.0363250058616101,0.0785873108552023,0.142111431191593,0.163801124367976,0.166045550666667,0.167225386241578,0.649901419478047,NA,0.667996569809119,0.8846565766326,1,0.986827176352943,0.698690425281994,0.713122158043188,0.518108680862848,0.752328802254278,0.431079064179607,0.759361491335453,0.768409890321895,0.68997361030236,0.255139366008124,0.315834055185585,0.344910085086255,0.418692807775433,0.297643938078939,0.0630820892066483,0.116185273839945,0.782693537344804,0.762422053226102,0.602186695662882,0.770180959974803,0.630014636802234,-0.194841836498107,0.231162436655956,0.201940520321669,0.103039772496233,0.203993301892843,0.279371622296834,0.26862584943342,0.236443507264189,0.243533508657506,0.0519183851947221,0.198784409438556,0.088132843871562,0.151639545215,0.135097354424152,0.140706625228074,0.166461843787016,0.0424973614849056,0.0855321279234579,0.0623080060902566,0.0791555877448846,0.0802198010732606,0.0252766438559917,0.063446425119911,0.16098856540883,0.174540721951051,-0.173650739012269,-0.0949658455717553,-0.0528238178412931,-0.0507401431912494,0.0157704577010585,-0.0174595719429594,0.163666789046628,0.0955342415608265,-0.0322846835565263,-0.143005862409959,-0.0836631779179844,0.152667881157487,NA,0.13671847002853,0.676823580856248,0.18477262608877
"rpER",0.0926371150196653,0.149347701958804,0.124009793926156,0.19642477153235,0.127652233075194,0.0481018119772141,0.0924669450988976,-0.00237903707872452,0.210171463390497,0.198034154305458,0.175155354034501,0.0683030231624765,0.17006206212455,0.148199941156179,0.0901823696729658,-0.0178151127108327,0.0470040986212711,0.027128716959851,0.0253279591380007,-0.0404923357186754,0.0741056046660718,0.137825862357336,0.16298831193105,0.163933860957894,0.164597184125937,0.641299551297361,NA,0.660061440275286,0.876547790005632,0.986827176352943,1,0.687156296997969,0.700356368719496,0.51625455070203,0.763591976815731,0.415842839273684,0.749276325214256,0.7558353801686,0.681408680450138,0.258122693024946,0.305920654877975,0.333107512261955,0.413685001551012,0.287065850364244,0.0689113524882864,0.115171286830004,0.771458664410399,0.752857648661467,0.60949153423986,0.795067709851227,0.62353983393249,-0.187030395623098,0.232044602804963,0.202513155313775,0.104871330034384,0.20316146519315,0.275579186526301,0.265374557493206,0.234935985531833,0.242262698726947,0.0558996220482822,0.197388425250199,0.0888054128538157,0.147693675383242,0.136480035380362,0.141266684215043,0.163683699355619,0.0419970424748746,0.0868209100000025,0.058900158601584,0.0818430941631556,0.0730569147578457,0.0212319070339078,0.0599684476800593,0.162237528925994,0.176252999652738,-0.16935449190051,-0.091342698141057,-0.0482389065048285,-0.0502001300411229,0.0130554453907241,-0.0151800521291678,0.160277123740445,0.0948783750458748,-0.0281254392295768,-0.141707742856947,-0.0789935800421121,0.150701366707072,NA,0.132902920497339,0.68982603477168,0.181178988366102
"rpuBB",0.0805071238840344,0.152396143288038,0.118853417095502,0.174798874215921,0.103601748049091,0.0284262815718897,0.0690187257740202,0.00549050269478358,0.201779597992251,0.175795181232772,0.211716768603518,0.0690758131034646,0.208243456380936,0.167522421508257,0.0922907162940148,-0.00404258692612498,0.0410292870302933,0.0410406009588551,0.0281741311042744,-0.0206621089771775,0.0415038401406674,0.128947202281383,0.13706837330623,0.14255348225358,0.145366815463926,0.652110857659567,NA,0.71034283770303,0.672901292817562,0.698690425281994,0.687156296997969,1,0.978881085940983,0.589773376873125,0.504740375335862,0.407898289676768,0.72342384933439,0.614966883236809,0.514253380748094,0.14629568089424,0.254416335920932,0.39464733756874,0.327155495349071,0.30431866688932,0.143072563258613,0.124978532958093,0.784607012884765,0.798993168597932,0.436985189339776,0.351151522313962,0.465191662716439,-0.0128319513179148,0.237083359776963,0.199525899888659,0.0970675675832415,0.16882152349208,0.242935343795819,0.235001122152874,0.227931621280723,0.237771145774729,0.066298459985501,0.191512649542428,0.0745296412941071,0.125271052227655,0.120972941644232,0.10741289810021,0.144563065772018,0.0104259452232508,0.102001671887367,0.0334955788957083,0.0664211641244321,0.0891190719073115,0.0411873949709053,0.0535104599310844,0.147024279592312,0.166078387598338,-0.155032561272405,-0.07535961844218,-0.0472559898949281,-0.0661052748339016,0.00792211705101205,-0.0111985855728713,0.138092275432229,0.0670919444922007,-0.00840882863326078,-0.125194726351048,-0.0542599158702979,0.159042713250449,NA,0.12572588591762,0.237334731944496,0.158510976815473
"rpBB",0.0828388966744654,0.158993326092698,0.125207830879888,0.177251953297574,0.108118825942912,0.0342149709267981,0.0708158428774986,0.00969970270023852,0.198871137285163,0.17824506180861,0.212368515199855,0.0897261725686104,0.204817849814844,0.168854307873435,0.097852790536759,0.00750654558289576,0.0442340980894316,0.0431524444638935,0.0340319953447696,-0.0162269794727885,0.0423722059588499,0.129076464317335,0.134955792419971,0.141117655813729,0.142986321178605,0.677369929861007,NA,0.719472658619338,0.693054500867996,0.713122158043188,0.700356368719496,0.978881085940983,1,0.587433917607042,0.497224008639025,0.413639174964453,0.734890672603735,0.634736031728774,0.540820252457133,0.167442022370984,0.446746987098069,0.399241845611759,0.350724985299662,0.322114586120662,0.147112890361385,0.132446616775941,0.798774480637616,0.809172029268709,0.441494400916895,0.361437409920813,0.492000583412188,-0.0352123762260927,0.244100484386018,0.206126165473371,0.105853603295521,0.174949137176381,0.246671738490809,0.238298039191984,0.230791376436847,0.243502801091872,0.0742951896010836,0.19434141048526,0.0751909897521586,0.124387266452653,0.129594598845704,0.11375173412133,0.145968618566105,0.0157489694669949,0.121162567966181,0.0357669997746988,0.0669344765151311,0.089354564849278,0.0373178455012143,0.0572069746854948,0.155940205279098,0.17507630774203,-0.153338554397783,-0.0748414857214614,-0.0479819046809197,-0.0652159986454694,0.00974148122153208,-0.0130964050771511,0.138102972603089,0.0661608807060178,-0.0060716979165916,-0.12187193438608,-0.0512298663622406,0.155689497874667,NA,0.125891308157487,0.249806189718642,0.156092834577134
"rpSO",0.0447397695885182,0.172350933694436,0.148693170148596,0.206639977221507,0.126696773616393,0.0327050990786672,0.09358098667392,-0.0285336260025681,0.254184223848498,0.208261750771173,0.196704364878075,0.0541967910506504,0.195463339365308,0.219311706745229,0.0827229272176282,-0.0564995237607552,0.0179239655542644,0.0155464817535043,0.0415176324261086,-0.0486708990683035,0.0485071734854575,0.122291744983112,0.170143455956415,0.163367270610737,0.164404740548369,0.771887212389396,NA,0.84942715573291,0.618621673214889,0.518108680862848,0.51625455070203,0.589773376873125,0.587433917607042,1,0.519161799262895,0.34224100278131,0.825920073485089,0.548579986446548,0.465222448200954,0.153174034425484,0.197903114902646,0.241722546178456,0.205600131122756,0.328968087548487,0.168153234511892,0.106835442351287,0.815597343719895,0.847358392293841,-0.0584111739394617,0.0325502931888104,-0.05766079143492,0.53733820880329,0.328816383538502,0.290173615402603,0.187047526500958,0.215277872628133,0.246841202463151,0.239041540100727,0.218226636819647,0.223538857140761,0.197907965249714,0.223047198953015,0.0890145196040185,0.0817593999857566,0.209125153655616,0.14587407627169,0.180378618036317,0.0124412039540135,0.0709300688097706,0.0534958481484626,0.0322184047273652,0.0867002991783209,0.0285259747439717,0.0369139667593861,0.224640267831882,0.249364633641627,-0.0766124968264909,0.00158874277253137,0.0612972754065382,-0.00622215966716493,-0.0352386268196653,-0.0425870160467436,0.0818682338824158,0.0601048331514792,0.102035430279419,-0.0587834204811674,0.0665549101315905,0.100790546650387,NA,0.0766286939052542,0.0255608856019135,0.109825269146337
"rpHR",0.0749243965653914,0.132860845522835,0.110296793048163,0.176327903115203,0.10296856806457,0.0181925602704769,0.0770967622563176,-0.0242287462832201,0.227297439385041,0.179118326152875,0.16643777439235,0.0339504018910202,0.167756980048918,0.15013340270896,0.0883984883558416,-0.0606770020670827,0.0246221629740406,0.0116024126511485,0.00301234383696128,-0.0438974631690871,0.0488824718010315,0.115388080518413,0.159543449129819,0.153446641539146,0.154710105302221,0.530294754015187,NA,0.598300539728869,0.679787959314751,0.752328802254278,0.763591976815731,0.504740375335862,0.497224008639025,0.519161799262895,1,0.318868159720669,0.652583021545435,0.505538879398358,0.430463102727561,0.071033058673629,0.143283673501083,0.244829644434659,0.224872477330022,0.231474589944113,0.0933564561697738,0.054246997119985,0.65102333531773,0.64755549486381,0.731987110095513,0.539327140411827,0.326887714110884,-0.0438874420786565,0.209724761981659,0.196130315732605,0.102006851872261,0.176830233391083,0.24569497099895,0.234346604296143,0.210494967592975,0.212746940526569,0.0814342514799762,0.197576721165121,0.0786494769121915,0.122204034198508,0.128672651082669,0.117175126124031,0.14717418514654,-0.004518405379682,0.0497318593060578,0.0554326398446515,0.0691580089663619,0.0605235320117853,0.00723197297114766,0.0447385215501635,0.149336315008704,0.169352142885448,-0.153012823596497,-0.0503651066269958,-0.0133958991698909,-0.042267341676685,-0.0135812251116252,-0.0115428782501654,0.127112776571045,0.0702035486469138,0.0138892752014414,-0.113487894821579,-0.0272619109764172,0.139028768946699,NA,0.114905548350586,0.680273500843539,0.149279924737006
"rpHBP",0.036823945245876,0.0622166540995891,0.0470614001231255,0.0801383749881427,0.0300582950699557,-0.0161336631668615,0.0178811527916013,-0.00937121720768024,0.127137923610389,0.0827843943588426,0.0892456429465855,0.0330542122051449,0.0869982557334733,0.0931669636183318,0.0865928258779101,-0.0135905514851203,-0.0091751241123972,0.0181549366493686,0.0126623635821835,-0.0486068570722939,-0.00151040303316319,0.0451921668711919,0.0735601585477158,0.0678684121563643,0.0682859935225606,0.389976250312819,NA,0.424481194570666,0.407792236480286,0.431079064179607,0.415842839273684,0.407898289676768,0.413639174964453,0.34224100278131,0.318868159720669,1,0.43415759267531,0.367108087848074,0.31163413983603,0.102355181219024,0.171686075775942,0.260591003564859,0.20064124167289,0.202528138398851,0.0546065528344709,0.0129981858464343,0.467957328831517,0.458288283312278,0.282072077127561,0.217191975061336,0.279205508487266,-0.0259809457335443,0.163690798776028,0.147068192022014,0.0959126957984239,0.119624487986303,0.155416623748293,0.145097255307344,0.14875157287935,0.154710020896095,0.0727488701006378,0.124083000645403,0.064901952671004,0.0508312414355865,0.109512501320814,0.0840939362697593,0.0823734730815144,0.0452776690531298,0.0635557598849652,0.0361061741566586,0.00510154681457021,0.0428688212874588,0.00864571459495746,0.0356944693179117,0.123341241949766,0.1334751403837,-0.0961324315397405,-0.0597618663802014,-0.0116527533647205,-0.0328612487244027,-0.0161182978421388,0.0200625376177226,0.0523049703398024,0.0144715164841367,0.00942452600170109,-0.045313385456337,-0.0142687204407011,0.0844433015666066,NA,0.0583424657807127,0.165726741067821,0.0726928868972962
"rpAB",0.0779616308799967,0.200294925879823,0.174586492246704,0.235250221306628,0.158733699417734,0.0579482090858991,0.118104245073636,-0.00627819544004078,0.263868560157205,0.23770051997883,0.214581924839665,0.06983739407748,0.211096075362413,0.207509981569741,0.0951250323633447,-0.0468001575845854,0.0366249081728824,0.0389538034518233,0.0370743467045417,-0.0533009711073433,0.0722702401982154,0.146383438614705,0.189597668464677,0.185682495244173,0.186212350454005,0.883046543120383,NA,0.984284373658686,0.899829765355607,0.759361491335453,0.749276325214256,0.72342384933439,0.734890672603735,0.825920073485089,0.652583021545435,0.43415759267531,1,0.836499823387671,0.658915168461285,0.23099326772384,0.310571646635988,0.462872211111919,0.328102525629021,0.334477452360461,0.183980901209329,0.141901288882677,0.994240476326143,0.980828591289854,0.231289234085743,0.22832709504273,0.193367284226537,-0.0140742068312216,0.341058053057237,0.308296684183084,0.178421454999485,0.270970341380214,0.324826751050074,0.316179953807438,0.269570006317194,0.275860906672734,0.137282816186734,0.264325704362231,0.107019911037824,0.143103855518623,0.214036264199753,0.186595951065796,0.221919693555597,0.055380459492259,0.0858540654162728,0.0787903273281845,0.0807862101486548,0.099488089322204,0.0362363342323959,0.0574061096082213,0.238285092315898,0.260310157165974,-0.14791685651843,-0.0613613997290368,-0.0182947945482354,-0.050830444651491,-0.00520909633268804,-0.0247765709717812,0.154219720529232,0.101737571978328,0.0203032402630554,-0.118233140267384,-0.0324795061217034,0.144081943754067,NA,0.13333319877061,0.252549264842177,0.193632731942184
"rpX1B",0.0776134163802096,0.166899138832856,0.147213548051615,0.204930742712116,0.155025712721834,0.0805862285768315,0.101789450517931,0.00925447767751419,0.20568531068011,0.206698905148542,0.166992484776994,0.0705041714088666,0.16106519713197,0.146271188248058,0.074526444185024,-0.0253146938352454,0.0459919708474882,0.0512396151811025,0.0287247945726636,-0.0500609237003259,0.0940478935761302,0.143358667755861,0.167051504184735,0.168774805973684,0.168842301085687,0.704489560185188,NA,0.760927987248846,0.945123936357404,0.768409890321895,0.7558353801686,0.614966883236809,0.634736031728774,0.548579986446548,0.505538879398358,0.367108087848074,0.836499823387671,1,0.53326631194305,0.195116478940995,0.31141846443637,0.471921168099717,0.345130491121063,0.259808328160971,0.155485243947636,0.108381817333489,0.837445030271937,0.800255212253791,0.27367822100736,0.403508210274693,0.512258145524206,-0.254914412848836,0.251037561898715,0.224495785149486,0.123561729646327,0.23278004892367,0.280368209770984,0.273178883198182,0.213238216373154,0.218282803379547,0.0707673414296271,0.206209780460733,0.0797621269785618,0.144975470775882,0.158409318411024,0.166869326750042,0.187743408517083,0.0616376055148176,0.0683575112967648,0.0682152833915788,0.100384115835533,0.0794370296500319,0.033399177786494,0.0561279003199172,0.179792719479187,0.192949876645821,-0.128913205228661,-0.101966701418926,-0.0516057029295693,-0.0633228938774307,0.0145261279875065,-0.0120391974542977,0.161692740976016,0.117695362062819,-0.0287889897609669,-0.111942205296541,-0.0780169395355854,0.114915155461393,NA,0.121469109685384,0.395213643645348,0.188984445377871
"rpX2B",0.0693546176537579,0.100287674554365,0.0833136101224154,0.14378417009783,0.0971524500025724,0.0315510283909374,0.1038591196134,-0.0120735229803185,0.13997821630242,0.145419310597539,0.117880048706086,0.0508993286883805,0.113471047179644,0.0958087184693591,0.0536901077512233,-0.00782212354662509,0.0333653752301157,0.017633193743641,0.0251983732225312,-0.0303626083990163,0.0681069330821094,0.108305123642146,0.127129440412862,0.128155473368608,0.127903622446814,0.553691446671989,NA,0.60124749695177,0.726721715420937,0.68997361030236,0.681408680450138,0.514253380748094,0.540820252457133,0.465222448200954,0.430463102727561,0.31163413983603,0.658915168461285,0.53326631194305,1,0.183314145326774,0.307891182595007,0.335093082113628,0.308903494152507,0.1841269904521,0.0998308347497868,0.153819705371381,0.665545784162469,0.645833205578039,0.249338389934126,0.426432651965032,0.409022575177462,-0.145890130456058,0.189517663179018,0.168697929729106,0.0807405268608548,0.180743478157809,0.240053305697941,0.234451294948806,0.194639676585132,0.199893399358643,0.0343444266501208,0.159640747015486,0.0603533808809334,0.134884193412987,0.111758669318143,0.122952945024078,0.155646177283532,0.0692908937324294,0.0666185251336172,0.0616727463530416,0.0430208755806136,0.0497414411527009,0.00350201972525611,0.0370347860514807,0.131998411729844,0.139782517587247,-0.147705997977362,-0.072962695629996,-0.0583030717418895,-0.0209129375166507,0.0289445420569755,-0.0354711268233017,0.148100144126372,0.104488174065858,-0.0320307132270848,-0.124014548105208,-0.0796504377246364,0.129186387710582,NA,0.107552081727838,0.488337428162749,0.168068843509708
"rpX3B",0.0190402468375058,0.0610658865722948,0.0560689420128664,0.0503929649445328,0.0441026256750187,0.0246166168920243,0.0309329331700358,0.0845583098921957,0.0237999013715077,0.0486724400530546,0.0414922288814123,0.0400174954958959,0.0355425807728078,0.0359055065551731,0.0214520546995595,0.0397564581881703,0.0185078807264358,0.00830082457748306,0.0364372187903919,0.0249038334807887,0.0126484576594554,0.0219302994631426,0.025768869186327,0.0259686002094614,0.0237479598503167,0.246236591182262,NA,0.20305602132312,0.267139206785646,0.255139366008124,0.258122693024946,0.14629568089424,0.167442022370984,0.153174034425484,0.071033058673629,0.102355181219024,0.23099326772384,0.195116478940995,0.183314145326774,1,0.151872477932876,0.0960439117435458,0.153255608018293,0.105442469758097,-0.00185111966875516,0.0838090804562859,0.231801249490074,0.223413506015869,0.0164122196336487,0.177214264969811,0.154750783690392,-0.0818449427076856,0.049728864743409,0.0363298684158462,0.0142004723205972,0.0572086123859438,0.0700375401386043,0.0733104187423788,0.0364894767345169,0.0432430953637635,-0.00602179101822475,0.00720914349980699,0.0235965224079506,0.0420109608177977,0.026728293516847,0.0394640962578268,0.0642397024859755,0.0857469336834332,0.0500196412750795,-0.014585308901504,0.0251890299673827,0.0117307947351071,0.0118957374656237,0.00869516084495271,0.0320307380017812,0.0363120320963589,-0.033839300069427,0.00552377799714419,-0.0482870780610138,-0.0157062213080266,0.0206124332657416,-0.00855951871080345,0.0412413291434585,0.0401656868753154,-0.0185085693934051,-0.0203723172785714,-0.0338703609081384,0.0192356003044972,NA,0.0150404939628836,0.235803257654958,0.0488558138890727
"rpIBB",0.0395564020184908,0.0852066257292788,0.0721732001878588,0.0735400103290987,0.0580773364486173,0.0374565150810576,0.0329565129637536,0.0218577825612865,0.0577361854448748,0.0738778938394827,0.0780993496644419,0.122165362085423,0.0575800293073831,0.0656577930042773,0.0590131177704482,0.0532028468333126,0.02969855470781,0.0245320857637469,0.0376944164603481,0.0136601073087822,0.0188137293891092,0.0463004722826238,0.0385725536131871,0.0437175620108222,0.0402454714763449,0.350550495546902,NA,0.294881135789287,0.333762827431578,0.315834055185585,0.305920654877975,0.254416335920932,0.446746987098069,0.197903114902646,0.143283673501083,0.171686075775942,0.310571646635988,0.31141846443637,0.307891182595007,0.151872477932876,1,0.161567815278168,0.227418427452867,0.192013906244194,0.0698074043414247,0.0796118848558969,0.345026135973334,0.331254667183265,0.176165584938317,0.173080327219608,0.291652537379991,-0.110421244219831,0.117199874128171,0.101920371833574,0.0759571907204577,0.0888051373322461,0.10375329003979,0.0988629845167294,0.0942900247324582,0.111362431113569,0.0613210313693426,0.0812393173445191,0.029536201833732,0.0402055241736599,0.0836497956432251,0.0680458664039829,0.0578712545830416,0.0288756679536783,0.126785583238673,0.0226136191929118,0.0259628699043799,0.0326909890399037,-0.00371194679611361,0.0364470147764586,0.0942724765132982,0.101411676921251,-0.0469178196971067,-0.0242505360826878,-0.0201779590582144,-0.0192157478754886,0.0114138155752263,-0.0129458910621121,0.0489798909287429,0.0193676640727309,0.00807677081529179,-0.0286403268519694,-0.00489135374027258,0.0404895278544322,NA,0.045330147700655,0.143091635844578,0.044724651404218
"rpGDP",0.0567180238860777,0.0823845394845823,0.0688208033335089,0.110501720175834,0.0698808096269656,0.028458802654612,0.0366532578636237,0.00364075872474313,0.123115078426633,0.113807216378826,0.0982741287155892,-0.00806975068776778,0.104647524997995,0.0680454023640975,0.0565781553068293,-0.0135543599967701,0.00480691864167596,0.0814058649158291,0.0058521061432131,-0.0378504601825172,0.0379634713697124,0.0745622116050078,0.0885534208359575,0.0889519974972162,0.0919041253844669,0.433724593127226,NA,0.479436069105585,0.468875081882058,0.344910085086255,0.333107512261955,0.39464733756874,0.399241845611759,0.241722546178456,0.244829644434659,0.260591003564859,0.462872211111919,0.471921168099717,0.335093082113628,0.0960439117435458,0.161567815278168,1,0.114654138288598,0.0952618652321337,0.0149752390796887,-0.00293052265311732,0.470174806103024,0.44409771281726,0.174054279428223,0.0702988007453187,0.162323239381295,-0.241426678200062,0.163125648616795,0.153859998875269,0.0901170551109967,0.162629355665002,0.183798527872317,0.181106421609707,0.139232003782267,0.145616887244184,0.0603216332601577,0.140289549562875,0.0400274434582485,0.0853255909902133,0.112512807446292,0.111534509604562,0.137867959072554,0.0720548347325323,0.0647435901156577,0.0531697982701734,0.0747920771334109,0.0104620951237381,0.020822770357166,0.0363891547860604,0.126044850448566,0.138016203431237,-0.0826692977869751,-0.0598117796232255,-0.0315910669569261,-0.0711757761095611,0.0109123857611955,0.0349396150955148,0.100678820116729,0.080230399851619,-0.0113533513807558,-0.0615513956628434,-0.0413756591480836,0.07823653555396,NA,0.0735611502513545,0.142544384920688,0.130379824455019
"rpSF",0.0417844805853062,0.0692741921062531,0.0544040733151298,0.0846700955515983,0.0573176014826943,0.0309662726016647,0.0350055054473106,0.00661888886559858,0.0748087758517124,0.0834157621986861,0.0858430744506657,0.0266905985790543,0.0846968349462423,0.0506102280223733,0.0367076614417297,0.00579200559099313,0.0619127944370635,0.0128875735064867,0.00327500133689136,-0.0152748099516115,0.0387286355695204,0.068011057915425,0.064113699354979,0.069447353927008,0.0700419057525427,0.310922070181286,NA,0.314801125178916,0.375084401241878,0.418692807775433,0.413685001551012,0.327155495349071,0.350724985299662,0.205600131122756,0.224872477330022,0.20064124167289,0.328102525629021,0.345130491121063,0.308903494152507,0.153255608018293,0.227418427452867,0.114654138288598,1,0.151623838718907,0.03853331622975,0.0669796675387995,0.362679557090278,0.349685555693023,0.181811825508852,0.286259938200697,0.240820567003849,-0.106797892493212,0.102173625980219,0.0921621691252829,0.0482370927985703,0.0971255869151513,0.123914399290252,0.11757744354115,0.121173799901054,0.124359282162001,0.0117408908724704,0.0854081717549775,0.0445203270723248,0.0672566486433238,0.0638370296759979,0.0784797633318648,0.0645733971745748,0.0025503344063891,0.0409190563771735,0.051373355273044,0.0275342521136174,0.051670670865282,0.00493632881241069,0.0205668618441706,0.0770098659073837,0.0833750925507588,-0.0691817613828318,-0.00396283292020401,-0.0524896818794254,-0.0296482507005174,0.0330166748243325,-0.00401055532827723,0.0805197094702579,0.0489350107583941,-0.0370685386009737,-0.0713134424378798,-0.0608254339466092,0.0721172191819023,NA,0.0592188634020859,0.209217426183558,0.0830963963109907
"rpSB",0.0320733025601712,0.0756317379615099,0.0654231788185793,0.101320824497699,0.0781875735405628,0.0428047603070541,0.054460059364149,0.0309450663223351,0.0857442862224627,0.100131222095983,0.0766805277909925,0.014820896180992,0.0774515870570173,0.0820711965388407,0.0467941501734884,-0.0214488250225916,0.0336460991985033,0.0233962268965871,0.0748525876921923,-0.0131945819522087,0.0560158580113679,0.0797409869083877,0.0844022137535611,0.0879018792059384,0.0890915701453667,0.327414222966202,NA,0.330330626089959,0.282974645047925,0.297643938078939,0.287065850364244,0.30431866688932,0.322114586120662,0.328968087548487,0.231474589944113,0.202528138398851,0.334477452360461,0.259808328160971,0.1841269904521,0.105442469758097,0.192013906244194,0.0952618652321337,0.151623838718907,1,0.0533937874028989,0.0414695408240929,0.345214928439159,0.367095879251585,0.0971618204711919,0.128194999543008,0.103994952467674,0.0864451124820017,0.106518144711418,0.082302184061998,0.046526246463828,0.0673462233164294,0.099530843271991,0.0895327255357244,0.0828550306143569,0.084295473080217,0.0475021957033272,0.0623469933050577,0.00967880105759058,0.0407203304961123,0.057100628678658,0.043967439075211,0.0656812956508728,0.00558265327830137,0.0231798588897635,0.018958594099237,0.00336240724767093,0.0674954964889648,-0.00352764364284506,0.0524806307238536,0.0635024842013938,0.0703670369010612,-0.0540696894682484,-0.00338446736465074,0.00808903946713095,0.0583319490636615,-0.0324746480605835,-0.0579969939215028,0.0376047782959773,0.0232056175830165,0.0133779225856457,-0.0474075424649657,0.000378297518036313,0.0440194610825594,NA,0.0289536791610908,0.07564865868722,0.0492801670811378
